"","Provincia","Año_Trimestre","Transacciones"
"1863","León"," 2006_3º","1930"
"1864","León"," 2006_4º","2441"
"1865","León"," 2007_1º","2545"
"1866","León"," 2007_2º","2442"
"1867","León"," 2007_3º","2301"
"1868","León"," 2007_4º","2394"
"1869","León"," 2008_1º","1872"
"1870","León"," 2008_2º","1522"
"1871","León"," 2008_3º","1283"
"1872","León"," 2008_4º","1279"
"1873","Palencia"," 2009_1º","344"
"1874","Palencia"," 2009_2º","426"
"1875","Palencia"," 2009_3º","534"
"1876","Palencia"," 2009_4º","518"
"1877","Palencia"," 2010_1º","479"
"1878","Palencia"," 2010_2º","596"
"1879","Palencia"," 2010_3º","303"
"1880","Palencia"," 2010_4º","737"
"1881","Palencia"," 2011_1º","274"
"1882","Palencia"," 2011_2º","306"
"1883","Palencia"," 2011_3º","287"
"1884","Palencia"," 2011_4º","375"
"1885","Palencia"," 2012_1º","198"
"1886","Palencia"," 2012_2º","231"
"1887","Palencia"," 2012_3º","263"
"1888","Palencia"," 2012_4º","525"
"1889","Palencia"," 2013_1º","153"
"1890","Palencia"," 2013_2º","290"
"1891","Palencia"," 2013_3º","227"
"1892","Palencia"," 2013_4º","327"
"1893","Palencia"," 2014_1º","277"
"1894","Palencia"," 2014_2º","241"
"1895","Palencia"," 2014_3º","287"
"1896","Palencia"," 2014_4º","395"
"1897","Palencia"," 2015_1º","270"
"1898","Palencia"," 2015_2º","301"
"1899","Palencia"," 2015_3º","307"
"1900","Palencia"," 2015_4º","340"
"1901","Palencia"," 2016_1º","320"
"1902","Palencia"," 2016_2º","388"
"1903","Palencia"," 2016_3º","280"
"1904","Palencia"," 2016_4º","397"
"1905","Palencia"," 2017_1º","353"
"1906","Palencia"," 2017_2º","410"
"1907","Palencia"," 2017_3º","324"
"1908","Palencia"," 2017_4º","377"
"1909","Palencia"," 2018_1º","342"
"1910","Palencia"," 2018_2º","424"
"1911","Palencia"," 2018_3º","330"
"1912","Palencia"," 2018_4º","440"
"1913","Palencia"," 2019_1º","394"
"1914","Palencia"," 2019_2º","399"
"1915","Palencia"," 2019_3º","421"
"1916","Palencia"," 2019_4º","381"
"1917","Palencia"," 2020_1º","315"
"1918","Palencia"," 2020_2º","204"
"1919","Palencia"," 2020_3º","486"
"1920","Palencia"," 2020_4º","479"
"1921","Palencia"," 2021_1º","478"
"1922","Palencia"," 2021_2º","493"
"1923","Palencia"," 2021_3º","517"
"1924","Palencia"," 2021_4º","560"
"1925","Palencia"," 2022_1º","456"
"1926","Palencia"," 2022_2º","503"
"1927","Palencia"," 2022_3º","507"
"1928","Palencia"," 2022_4º","493"
"1929","Palencia"," 2023_1º","450"
"1930","Palencia"," 2023_2 (**)","479"
"1931","Palencia"," 2004_1º","1221"
"1932","Palencia"," 2004_2º","752"
"1933","Palencia"," 2004_3º","716"
"1934","Palencia"," 2004_4º","696"
"1935","Palencia"," 2005_1º","845"
"1936","Palencia"," 2005_2º","960"
"1937","Palencia"," 2005_3º","822"
"1938","Palencia"," 2005_4º","919"
"1939","Palencia"," 2006_1º","837"
"1940","Palencia"," 2006_2º","959"
"1941","Palencia"," 2006_3º","806"
"1942","Palencia"," 2006_4º","872"
"1943","Palencia"," 2007_1º","811"
"1944","Palencia"," 2007_2º","796"
"1945","Palencia"," 2007_3º","617"
"1946","Palencia"," 2007_4º","739"
"1947","Palencia"," 2008_1º","646"
"1948","Palencia"," 2008_2º","514"
"1949","Palencia"," 2008_3º","448"
"1950","Palencia"," 2008_4º","465"
"1951","Salamanca"," 2009_1º","682"
"1952","Salamanca"," 2009_2º","772"
"1953","Salamanca"," 2009_3º","859"
"1954","Salamanca"," 2009_4º","1136"
"1955","Salamanca"," 2010_1º","960"
"1956","Salamanca"," 2010_2º","1223"
"1957","Salamanca"," 2010_3º","664"
"1958","Salamanca"," 2010_4º","1264"
"1959","Salamanca"," 2011_1º","545"
"1960","Salamanca"," 2011_2º","620"
"1961","Salamanca"," 2011_3º","706"
"1962","Salamanca"," 2011_4º","892"
"1963","Salamanca"," 2012_1º","542"
"1964","Salamanca"," 2012_2º","523"
"1965","Salamanca"," 2012_3º","672"
"1966","Salamanca"," 2012_4º","1023"
"1967","Salamanca"," 2013_1º","309"
"1968","Salamanca"," 2013_2º","453"
"1969","Salamanca"," 2013_3º","447"
"1970","Salamanca"," 2013_4º","571"
"1971","Salamanca"," 2014_1º","483"
"1972","Salamanca"," 2014_2º","616"
"1973","Salamanca"," 2014_3º","577"
"1974","Salamanca"," 2014_4º","797"
"1975","Salamanca"," 2015_1º","536"
"1976","Salamanca"," 2015_2º","581"
"1977","Salamanca"," 2015_3º","555"
"1978","Salamanca"," 2015_4º","695"
"1979","Salamanca"," 2016_1º","673"
"1980","Salamanca"," 2016_2º","738"
"1981","Salamanca"," 2016_3º","668"
"1982","Salamanca"," 2016_4º","792"
"1983","Salamanca"," 2017_1º","754"
"1984","Salamanca"," 2017_2º","828"
"1985","Salamanca"," 2017_3º","742"
"1986","Salamanca"," 2017_4º","913"
"1987","Salamanca"," 2018_1º","767"
"1988","Salamanca"," 2018_2º","857"
"1989","Salamanca"," 2018_3º","818"
"1990","Salamanca"," 2018_4º","1011"
"1991","Salamanca"," 2019_1º","852"
"1992","Salamanca"," 2019_2º","832"
"1993","Salamanca"," 2019_3º","805"
"1994","Salamanca"," 2019_4º","864"
"1995","Salamanca"," 2020_1º","713"
"1996","Salamanca"," 2020_2º","436"
"1997","Salamanca"," 2020_3º","918"
"1998","Salamanca"," 2020_4º","988"
"1999","Salamanca"," 2021_1º","853"
"2000","Salamanca"," 2021_2º","1057"
"2001","Salamanca"," 2021_3º","1062"
"2002","Salamanca"," 2021_4º","1219"
"2003","Salamanca"," 2022_1º","1073"
"2004","Salamanca"," 2022_2º","1197"
"2005","Salamanca"," 2022_3º","1119"
"2006","Salamanca"," 2022_4º","1061"
"2007","Salamanca"," 2023_1º","884"
"2008","Salamanca"," 2023_2 (**)","1043"
"2009","Salamanca"," 2004_1º","1077"
"2010","Salamanca"," 2004_2º","1442"
"2011","Salamanca"," 2004_3º","1393"
"2012","Salamanca"," 2004_4º","1594"
"2013","Salamanca"," 2005_1º","1545"
"2014","Salamanca"," 2005_2º","1761"
"2015","Salamanca"," 2005_3º","1785"
"2016","Salamanca"," 2005_4º","1849"
"2017","Salamanca"," 2006_1º","1795"
"2018","Salamanca"," 2006_2º","2507"
"2019","Salamanca"," 2006_3º","1891"
"2020","Salamanca"," 2006_4º","1832"
"2021","Salamanca"," 2007_1º","1715"
"2022","Salamanca"," 2007_2º","1756"
"2023","Salamanca"," 2007_3º","1527"
"2024","Salamanca"," 2007_4º","1592"
"2025","Salamanca"," 2008_1º","1558"
"2026","Salamanca"," 2008_2º","1126"
"2027","Salamanca"," 2008_3º","1073"
"2028","Salamanca"," 2008_4º","901"
"2029","Segovia"," 2009_1º","485"
"2030","Segovia"," 2009_2º","350"
"2031","Segovia"," 2009_3º","385"
"2032","Segovia"," 2009_4º","518"
"2033","Segovia"," 2010_1º","347"
"2034","Segovia"," 2010_2º","637"
"2035","Segovia"," 2010_3º","372"
"2036","Segovia"," 2010_4º","565"
"2037","Segovia"," 2011_1º","289"
"2038","Segovia"," 2011_2º","250"
"2039","Segovia"," 2011_3º","231"
"2040","Segovia"," 2011_4º","364"
"2041","Segovia"," 2012_1º","244"
"2042","Segovia"," 2012_2º","320"
"2043","Segovia"," 2012_3º","292"
"2044","Segovia"," 2012_4º","474"
"2045","Segovia"," 2013_1º","156"
"2046","Segovia"," 2013_2º","255"
"2047","Segovia"," 2013_3º","212"
"2048","Segovia"," 2013_4º","355"
"2049","Segovia"," 2014_1º","232"
"2050","Segovia"," 2014_2º","246"
"2051","Segovia"," 2014_3º","280"
"2052","Segovia"," 2014_4º","400"
"2053","Segovia"," 2015_1º","248"
"2054","Segovia"," 2015_2º","509"
"2055","Segovia"," 2015_3º","321"
"2056","Segovia"," 2015_4º","411"
"2057","Segovia"," 2016_1º","345"
"2058","Segovia"," 2016_2º","410"
"2059","Segovia"," 2016_3º","343"
"2060","Segovia"," 2016_4º","397"
"2061","Segovia"," 2017_1º","435"
"2062","Segovia"," 2017_2º","433"
"2063","Segovia"," 2017_3º","351"
"2064","Segovia"," 2017_4º","463"
"2065","Segovia"," 2018_1º","547"
"2066","Segovia"," 2018_2º","488"
"2067","Segovia"," 2018_3º","472"
"2068","Segovia"," 2018_4º","568"
"2069","Segovia"," 2019_1º","488"
"2070","Segovia"," 2019_2º","511"
"2071","Segovia"," 2019_3º","427"
"2072","Segovia"," 2019_4º","514"
"2073","Segovia"," 2020_1º","376"
"2074","Segovia"," 2020_2º","256"
"2075","Segovia"," 2020_3º","594"
"2076","Segovia"," 2020_4º","748"
"2077","Segovia"," 2021_1º","492"
"2078","Segovia"," 2021_2º","621"
"2079","Segovia"," 2021_3º","641"
"2080","Segovia"," 2021_4º","768"
"2081","Segovia"," 2022_1º","659"
"2082","Segovia"," 2022_2º","708"
"2083","Segovia"," 2022_3º","554"
"2084","Segovia"," 2022_4º","809"
"2085","Segovia"," 2023_1º","650"
"2086","Segovia"," 2023_2 (**)","730"
"2087","Segovia"," 2004_1º","562"
"2088","Segovia"," 2004_2º","641"
"2089","Segovia"," 2004_3º","821"
"2090","Segovia"," 2004_4º","907"
"2091","Segovia"," 2005_1º","575"
"2092","Segovia"," 2005_2º","780"
"2093","Segovia"," 2005_3º","769"
"2094","Segovia"," 2005_4º","713"
"2095","Segovia"," 2006_1º","875"
"2096","Segovia"," 2006_2º","721"
"2097","Segovia"," 2006_3º","671"
"2098","Segovia"," 2006_4º","770"
"2099","Segovia"," 2007_1º","772"
"2100","Segovia"," 2007_2º","682"
"2101","Segovia"," 2007_3º","808"
"2102","Segovia"," 2007_4º","681"
"2103","Segovia"," 2008_1º","738"
"2104","Segovia"," 2008_2º","588"
"2105","Segovia"," 2008_3º","529"
"2106","Segovia"," 2008_4º","469"
"2107","Soria"," 2009_1º","280"
"2108","Soria"," 2009_2º","378"
"2109","Soria"," 2009_3º","219"
"2110","Soria"," 2009_4º","511"
"2111","Soria"," 2010_1º","365"
"2112","Soria"," 2010_2º","300"
"2113","Soria"," 2010_3º","196"
"2114","Soria"," 2010_4º","471"
"2115","Soria"," 2011_1º","137"
"2116","Soria"," 2011_2º","204"
"2117","Soria"," 2011_3º","208"
"2118","Soria"," 2011_4º","292"
"2119","Soria"," 2012_1º","132"
"2120","Soria"," 2012_2º","171"
"2121","Soria"," 2012_3º","237"
"2122","Soria"," 2012_4º","465"
"2123","Soria"," 2013_1º","80"
"2124","Soria"," 2013_2º","182"
"2125","Soria"," 2013_3º","220"
"2126","Soria"," 2013_4º","221"
"2127","Soria"," 2014_1º","123"
"2128","Soria"," 2014_2º","182"
"2129","Soria"," 2014_3º","188"
"2130","Soria"," 2014_4º","246"
"2131","Soria"," 2015_1º","161"
"2132","Soria"," 2015_2º","195"
"2133","Soria"," 2015_3º","214"
"2134","Soria"," 2015_4º","208"
"2135","Soria"," 2016_1º","161"
"2136","Soria"," 2016_2º","237"
"2137","Soria"," 2016_3º","189"
"2138","Soria"," 2016_4º","245"
"2139","Soria"," 2017_1º","186"
"2140","Soria"," 2017_2º","205"
"2141","Soria"," 2017_3º","198"
"2142","Soria"," 2017_4º","260"
"2143","Soria"," 2018_1º","216"
"2144","Soria"," 2018_2º","223"
"2145","Soria"," 2018_3º","252"
"2146","Soria"," 2018_4º","300"
"2147","Soria"," 2019_1º","251"
"2148","Soria"," 2019_2º","358"
"2149","Soria"," 2019_3º","260"
"2150","Soria"," 2019_4º","286"
"2151","Soria"," 2020_1º","206"
"2152","Soria"," 2020_2º","102"
"2153","Soria"," 2020_3º","360"
"2154","Soria"," 2020_4º","383"
"2155","Soria"," 2021_1º","219"
"2156","Soria"," 2021_2º","330"
"2157","Soria"," 2021_3º","364"
"2158","Soria"," 2021_4º","426"
"2159","Soria"," 2022_1º","428"
"2160","Soria"," 2022_2º","378"
"2161","Soria"," 2022_3º","321"
"2162","Soria"," 2022_4º","395"
"2163","Soria"," 2023_1º","319"
"2164","Soria"," 2023_2 (**)","395"
"2165","Soria"," 2004_1º","514"
"2166","Soria"," 2004_2º","534"
"2167","Soria"," 2004_3º","428"
"2168","Soria"," 2004_4º","418"
"2169","Soria"," 2005_1º","178"
"2170","Soria"," 2005_2º","210"
"2171","Soria"," 2005_3º","245"
"2172","Soria"," 2005_4º","260"
"2173","Soria"," 2006_1º","308"
"2174","Soria"," 2006_2º","461"
"2175","Soria"," 2006_3º","625"
"2176","Soria"," 2006_4º","457"
"2177","Soria"," 2007_1º","503"
"2178","Soria"," 2007_2º","447"
"2179","Soria"," 2007_3º","439"
"2180","Soria"," 2007_4º","406"
"2181","Soria"," 2008_1º","368"
"2182","Soria"," 2008_2º","355"
"2183","Soria"," 2008_3º","355"
"2184","Soria"," 2008_4º","255"
"2185","Valladolid"," 2009_1º","1105"
"2186","Valladolid"," 2009_2º","1333"
"2187","Valladolid"," 2009_3º","1279"
"2188","Valladolid"," 2009_4º","1449"
"2189","Valladolid"," 2010_1º","1580"
"2190","Valladolid"," 2010_2º","2013"
"2191","Valladolid"," 2010_3º","886"
"2192","Valladolid"," 2010_4º","1946"
"2193","Valladolid"," 2011_1º","803"
"2194","Valladolid"," 2011_2º","1009"
"2195","Valladolid"," 2011_3º","855"
"2196","Valladolid"," 2011_4º","1202"
"2197","Valladolid"," 2012_1º","785"
"2198","Valladolid"," 2012_2º","1002"
"2199","Valladolid"," 2012_3º","673"
"2200","Valladolid"," 2012_4º","1401"
"2201","Valladolid"," 2013_1º","429"
"2202","Valladolid"," 2013_2º","716"
"2203","Valladolid"," 2013_3º","622"
"2204","Valladolid"," 2013_4º","923"
"2205","Valladolid"," 2014_1º","777"
"2206","Valladolid"," 2014_2º","820"
"2207","Valladolid"," 2014_3º","733"
"2208","Valladolid"," 2014_4º","1122"
"2209","Valladolid"," 2015_1º","786"
"2210","Valladolid"," 2015_2º","1028"
"2211","Valladolid"," 2015_3º","834"
"2212","Valladolid"," 2015_4º","978"
"2213","Valladolid"," 2016_1º","967"
"2214","Valladolid"," 2016_2º","1123"
"2215","Valladolid"," 2016_3º","997"
"2216","Valladolid"," 2016_4º","1313"
"2217","Valladolid"," 2017_1º","1258"
"2218","Valladolid"," 2017_2º","1311"
"2219","Valladolid"," 2017_3º","1078"
"2220","Valladolid"," 2017_4º","1429"
"2221","Valladolid"," 2018_1º","1415"
"2222","Valladolid"," 2018_2º","1702"
"2223","Valladolid"," 2018_3º","1332"
"2224","Valladolid"," 2018_4º","1464"
"2225","Valladolid"," 2019_1º","1380"
"2226","Valladolid"," 2019_2º","1449"
"2227","Valladolid"," 2019_3º","1199"
"2228","Valladolid"," 2019_4º","1451"
"2229","Valladolid"," 2020_1º","1275"
"2230","Valladolid"," 2020_2º","771"
"2231","Valladolid"," 2020_3º","1497"
"2232","Valladolid"," 2020_4º","1585"
"2233","Valladolid"," 2021_1º","1555"
"2234","Valladolid"," 2021_2º","1809"
"2235","Valladolid"," 2021_3º","1620"
"2236","Valladolid"," 2021_4º","1911"
"2237","Valladolid"," 2022_1º","1680"
"2238","Valladolid"," 2022_2º","1791"
"2239","Valladolid"," 2022_3º","1574"
"2240","Valladolid"," 2022_4º","1706"
"2241","Valladolid"," 2023_1º","1689"
"2242","Valladolid"," 2023_2 (**)","1666"
"2243","Valladolid"," 2004_1º","1760"
"2244","Valladolid"," 2004_2º","2245"
"2245","Valladolid"," 2004_3º","2147"
"2246","Valladolid"," 2004_4º","2643"
"2247","Valladolid"," 2005_1º","2140"
"2248","Valladolid"," 2005_2º","2811"
"2249","Valladolid"," 2005_3º","2194"
"2250","Valladolid"," 2005_4º","2456"
"2251","Valladolid"," 2006_1º","2596"
"2252","Valladolid"," 2006_2º","2496"
"2253","Valladolid"," 2006_3º","2418"
"2254","Valladolid"," 2006_4º","2882"
"2255","Valladolid"," 2007_1º","2472"
"2256","Valladolid"," 2007_2º","2445"
"2257","Valladolid"," 2007_3º","2020"
"2258","Valladolid"," 2007_4º","2219"
"2259","Valladolid"," 2008_1º","1878"
"2260","Valladolid"," 2008_2º","1534"
"2261","Valladolid"," 2008_3º","1146"
"2262","Valladolid"," 2008_4º","1316"
"2263","Zamora"," 2009_1º","433"
"2264","Zamora"," 2009_2º","636"
"2265","Zamora"," 2009_3º","505"
"2266","Zamora"," 2009_4º","509"
"2267","Zamora"," 2010_1º","400"
"2268","Zamora"," 2010_2º","528"
"2269","Zamora"," 2010_3º","368"
"2270","Zamora"," 2010_4º","648"
"2271","Zamora"," 2011_1º","320"
"2272","Zamora"," 2011_2º","328"
"2273","Zamora"," 2011_3º","308"
"2274","Zamora"," 2011_4º","470"
"2275","Zamora"," 2012_1º","312"
"2276","Zamora"," 2012_2º","298"
"2277","Zamora"," 2012_3º","274"
"2278","Zamora"," 2012_4º","505"
"2279","Zamora"," 2013_1º","186"
"2280","Zamora"," 2013_2º","299"
"2281","Zamora"," 2013_3º","228"
"2282","Zamora"," 2013_4º","337"
"2283","Zamora"," 2014_1º","251"
"2284","Zamora"," 2014_2º","259"
"2285","Zamora"," 2014_3º","292"
"2286","Zamora"," 2014_4º","356"
"2287","Zamora"," 2015_1º","253"
"2288","Zamora"," 2015_2º","279"
"2289","Zamora"," 2015_3º","303"
"2290","Zamora"," 2015_4º","318"
"2291","Zamora"," 2016_1º","266"
"2292","Zamora"," 2016_2º","313"
"2293","Zamora"," 2016_3º","326"
"2294","Zamora"," 2016_4º","360"
"2295","Zamora"," 2017_1º","318"
"2296","Zamora"," 2017_2º","319"
"2297","Zamora"," 2017_3º","371"
"2298","Zamora"," 2017_4º","395"
"2299","Zamora"," 2018_1º","370"
"2300","Zamora"," 2018_2º","369"
"2301","Zamora"," 2018_3º","368"
"2302","Zamora"," 2018_4º","380"
"2303","Zamora"," 2019_1º","340"
"2304","Zamora"," 2019_2º","396"
"2305","Zamora"," 2019_3º","313"
"2306","Zamora"," 2019_4º","416"
"2307","Zamora"," 2020_1º","277"
"2308","Zamora"," 2020_2º","196"
"2309","Zamora"," 2020_3º","496"
"2310","Zamora"," 2020_4º","449"
"2311","Zamora"," 2021_1º","457"
"2312","Zamora"," 2021_2º","465"
"2313","Zamora"," 2021_3º","553"
"2314","Zamora"," 2021_4º","542"
"2315","Zamora"," 2022_1º","489"
"2316","Zamora"," 2022_2º","600"
"2317","Zamora"," 2022_3º","539"
"2318","Zamora"," 2022_4º","515"
"2319","Zamora"," 2023_1º","456"
"2320","Zamora"," 2023_2 (**)","489"
"2321","Zamora"," 2004_1º","585"
"2322","Zamora"," 2004_2º","658"
"2323","Zamora"," 2004_3º","876"
"2324","Zamora"," 2004_4º","786"
"2325","Zamora"," 2005_1º","670"
"2326","Zamora"," 2005_2º","605"
"2327","Zamora"," 2005_3º","840"
"2328","Zamora"," 2005_4º","1036"
"2329","Zamora"," 2006_1º","882"
"2330","Zamora"," 2006_2º","812"
"2331","Zamora"," 2006_3º","702"
"2332","Zamora"," 2006_4º","1021"
"2333","Zamora"," 2007_1º","790"
"2334","Zamora"," 2007_2º","801"
"2335","Zamora"," 2007_3º","764"
"2336","Zamora"," 2007_4º","765"
"2337","Zamora"," 2008_1º","657"
"2338","Zamora"," 2008_2º","543"
"2339","Zamora"," 2008_3º","700"
"2340","Zamora"," 2008_4º","634"
"2341","Castilla-La Mancha"," 2009_1º","5892"
"2342","Castilla-La Mancha"," 2009_2º","5973"
"2343","Castilla-La Mancha"," 2009_3º","5516"
"2344","Castilla-La Mancha"," 2009_4º","6429"
"2345","Castilla-La Mancha"," 2010_1º","5199"
"2346","Castilla-La Mancha"," 2010_2º","7778"
"2347","Castilla-La Mancha"," 2010_3º","3957"
"2348","Castilla-La Mancha"," 2010_4º","7446"
"2349","Castilla-La Mancha"," 2011_1º","3390"
"2350","Castilla-La Mancha"," 2011_2º","4464"
"2351","Castilla-La Mancha"," 2011_3º","3253"
"2352","Castilla-La Mancha"," 2011_4º","5922"
"2353","Castilla-La Mancha"," 2012_1º","3391"
"2354","Castilla-La Mancha"," 2012_2º","4613"
"2355","Castilla-La Mancha"," 2012_3º","3626"
"2356","Castilla-La Mancha"," 2012_4º","6452"
"2357","Castilla-La Mancha"," 2013_1º","2514"
"2358","Castilla-La Mancha"," 2013_2º","3384"
"2359","Castilla-La Mancha"," 2013_3º","2832"
"2360","Castilla-La Mancha"," 2013_4º","3722"
"2361","Castilla-La Mancha"," 2014_1º","3494"
"2362","Castilla-La Mancha"," 2014_2º","3641"
"2363","Castilla-La Mancha"," 2014_3º","3192"
"2364","Castilla-La Mancha"," 2014_4º","4086"
"2365","Castilla-La Mancha"," 2015_1º","3215"
"2366","Castilla-La Mancha"," 2015_2º","3698"
"2367","Castilla-La Mancha"," 2015_3º","3313"
"2368","Castilla-La Mancha"," 2015_4º","4062"
"2369","Castilla-La Mancha"," 2016_1º","3652"
"2370","Castilla-La Mancha"," 2016_2º","4321"
"2371","Castilla-La Mancha"," 2016_3º","3542"
"2372","Castilla-La Mancha"," 2016_4º","4750"
"2373","Castilla-La Mancha"," 2017_1º","4865"
"2374","Castilla-La Mancha"," 2017_2º","5254"
"2375","Castilla-La Mancha"," 2017_3º","4448"
"2376","Castilla-La Mancha"," 2017_4º","6075"
"2377","Castilla-La Mancha"," 2018_1º","5252"
"2378","Castilla-La Mancha"," 2018_2º","6278"
"2379","Castilla-La Mancha"," 2018_3º","5353"
"2380","Castilla-La Mancha"," 2018_4º","6743"
"2381","Castilla-La Mancha"," 2019_1º","5842"
"2382","Castilla-La Mancha"," 2019_2º","6341"
"2383","Castilla-La Mancha"," 2019_3º","5136"
"2384","Castilla-La Mancha"," 2019_4º","6763"
"2385","Castilla-La Mancha"," 2020_1º","4654"
"2386","Castilla-La Mancha"," 2020_2º","3133"
"2387","Castilla-La Mancha"," 2020_3º","6291"
"2388","Castilla-La Mancha"," 2020_4º","7319"
"2389","Castilla-La Mancha"," 2021_1º","6029"
"2390","Castilla-La Mancha"," 2021_2º","7939"
"2391","Castilla-La Mancha"," 2021_3º","6775"
"2392","Castilla-La Mancha"," 2021_4º","8860"
"2393","Castilla-La Mancha"," 2022_1º","7643"
"2394","Castilla-La Mancha"," 2022_2º","8453"
"2395","Castilla-La Mancha"," 2022_3º","6855"
"2396","Castilla-La Mancha"," 2022_4º","7548"
"2397","Castilla-La Mancha"," 2023_1º","7028"
"2398","Castilla-La Mancha"," 2023_2 (**)","7568"
"2399","Castilla-La Mancha"," 2004_1º","7569"
"2400","Castilla-La Mancha"," 2004_2º","8213"
"2401","Castilla-La Mancha"," 2004_3º","8029"
"2402","Castilla-La Mancha"," 2004_4º","9648"
"2403","Castilla-La Mancha"," 2005_1º","8162"
"2404","Castilla-La Mancha"," 2005_2º","10110"
"2405","Castilla-La Mancha"," 2005_3º","10271"
"2406","Castilla-La Mancha"," 2005_4º","10996"
"2407","Castilla-La Mancha"," 2006_1º","10134"
"2408","Castilla-La Mancha"," 2006_2º","10777"
"2409","Castilla-La Mancha"," 2006_3º","11042"
"2410","Castilla-La Mancha"," 2006_4º","12987"
"2411","Castilla-La Mancha"," 2007_1º","10957"
"2412","Castilla-La Mancha"," 2007_2º","10504"
"2413","Castilla-La Mancha"," 2007_3º","10828"
"2414","Castilla-La Mancha"," 2007_4º","12931"
